Make,Model,Year,Purchase Price,Repair Cost,Sales Price,Profit,Stock Days,Date Sold,Sales Person
Honda,Accord,2017,19207.81,1800.96,20941.23,-67.54,59,07/02/2021,Santa Barry
BMW,3 Series,2017,27782.98,1371.42,30891.21,1736.81,73,01/02/2021,Joe Fats
Audi,A1,2018,19779.84,206.59,19739.8,-246.63,76,18/02/2021,Joe Fats
Kia,Spotage,2018,27329.26,2712.46,29701.95,-339.77,47,11/02/2021,Joe Fats
Skoda,Scala,2020,17287.4,949.62,19768.02,1531,51,25/02/2021,Joe Fats
Honda,Accord,2021,32967.33,2751.92,35667.07,-52.18,4,08/02/2021,Tony Long
BMW,5 Series,2020,51522.89,2106.12,54682.84,1053.83,51,07/02/2021,Jimmy The Fly
BMW,1 Series,2020,32196.37,1378.61,31924.54,-1650.44,84,08/02/2021,Tony Long
BMW,X5,2019,51672.02,3608.53,54870.84,-409.71,62,21/02/2021,Pat Byrne
Skoda,Octavia,2019,29282.66,1931.6,31997.83,783.57,51,17/02/2021,Jimmy The Fly
Kia,Rio,2018,13178.06,1210.18,14598.8,210.56,52,06/02/2021,Santa Barry
Skoda,Octavia,2021,35274.84,3495.2,38270.98,-499.06,13,19/02/2021,Joe Fats
Audi,A4,2018,34558.52,1858.34,36807.78,390.92,21,04/02/2021,Mary Black
Honda,Jazz,2018,18531.47,796.07,19103.44,-224.1,26,20/02/2021,Joe Fats
Skoda,Citigo,2021,14296.88,1384.31,16299.58,618.39,39,12/02/2021,Pat Byrne
Audi,A6,2020,63093.81,1521.31,66763.71,2148.59,76,02/02/2021,Joe Fats
BMW,7 Series,2017,41678.5,1799.08,47031.15,3553.57,89,13/02/2021,Joe Fats
Kia,Soul,2019,31296,1344.54,33345.18,704.64,44,08/02/2021,Joe Fats
Honda,Civic,2019,19255.08,686.51,21125.21,1183.62,3,28/02/2021,Mary Black
Kia,Soul,2018,24441.96,2122.16,26944.79,380.67,42,18/02/2021,Joe Fats
Honda,Fit,2019,10827.9,1033.09,12828.52,967.53,65,01/02/2021,Pat Byrne
Skoda,Octavia,2018,21092.82,956.82,23482.2,1432.56,63,25/02/2021,Joe Fats
BMW,3 Series,2018,35525.77,1464.91,38937.07,1946.39,57,08/02/2021,Joe Fats
Audi,A4,2020,49750.68,1239.51,54368.55,3378.36,44,27/02/2021,Santa Barry
Kia,Soul,2018,22486.85,1019.28,25198.34,1692.21,47,06/02/2021,Jimmy The Fly
Audi,A1,2021,29163.66,2734.37,31239.41,-658.62,33,01/02/2021,Joe Fats
Honda,Fit,2017,9085.96,509.18,9688.79,93.65,14,05/02/2021,Pat Byrne
Skoda,Octavia,2021,35203.97,815.87,38214.97,2195.13,84,24/02/2021,Santa Barry
Skoda,Citigo,2019,11608.36,510.68,12077.9,-41.14,37,01/02/2021,Mary Black
Honda,Accord,2018,22665.18,737.17,23232,-170.35,19,26/02/2021,Pat Byrne
Skoda,Scala,2018,13787.15,1317.08,15602.81,498.58,7,25/02/2021,Santa Barry
Audi,A1,2017,19141.93,1132.67,19498.91,-775.69,11,07/02/2021,Jimmy The Fly
Kia,Soul,2021,33547.81,2475.85,37907.6,1883.94,87,11/02/2021,Joe Fats
Kia,Rio,2017,9536.75,589.65,10651.53,525.13,10,17/02/2021,Jimmy The Fly
Skoda,Scala,2021,20388.13,960.5,23345.47,1996.84,58,18/02/2021,Mary Black
Audi,A6,2021,70835.98,7031.72,81580.53,3712.83,56,26/02/2021,Mary Black
Honda,Fit,2019,10701.18,333.33,11251.73,217.22,5,23/02/2021,Joe Fats
BMW,X5,2021,62791.64,3363.33,65832.85,-322.12,32,04/02/2021,Santa Barry
Skoda,Scala,2017,10667.68,794.8,12061.7,599.22,9,09/02/2021,Pat Byrne
Honda,Civic,2018,15714.17,899.16,16656.78,43.45,18,18/02/2021,Santa Barry
Honda,Fit,2019,11830.58,573.65,13608.05,1203.82,30,15/02/2021,Tony Long
Skoda,Scala,2021,20489.58,798.5,20657.96,-630.12,82,02/02/2021,Pat Byrne
Audi,A4,2017,30338.72,2472.77,32730.71,-80.78,44,15/02/2021,Jimmy The Fly
Honda,Accord,2021,31481.18,2831.45,35231.05,918.42,15,02/02/2021,Pat Byrne
Kia,Soul,2021,35153.64,1205.78,35355.36,-1004.06,17,18/02/2021,Santa Barry
Kia,Soul,2020,34285.37,2427.55,35002.82,-1710.1,79,07/02/2021,Santa Barry
BMW,X5,2019,46065.24,565.55,46467.19,-163.6,35,19/06/2021,Santa Barry
BMW,5 Series,2019,47308.52,1430.08,51055.3,2316.7,81,27/06/2021,Santa Barry
Kia,Ceed,2017,13932.3,1292.82,16423.36,1198.24,18,24/06/2021,Jimmy The Fly
Honda,Fit,2019,10588.1,414.21,10488.51,-513.8,41,06/06/2021,Jimmy The Fly
Audi,A5,2018,37197.73,3322.7,41046.05,525.62,25,21/06/2021,Tony Long
BMW,X5,2019,52138.31,3373.22,57583.04,2071.51,77,26/06/2021,Jimmy The Fly
Skoda,Citigo,2017,8084.79,184.93,8343.07,73.35,64,26/06/2021,Tony Long
Kia,Soul,2020,30404.72,773.19,33003.52,1825.61,86,17/06/2021,Pat Byrne
Kia,Ceed,2017,14304.32,1086.2,16650.27,1259.75,61,15/06/2021,Santa Barry
Kia,Sorento,2019,42048.04,4193.1,45567.24,-673.9,65,01/06/2021,Tony Long
Honda,Jazz,2019,23054.6,1305.87,25638.58,1278.11,33,01/06/2021,Jimmy The Fly
Audi,A5,2020,50790.28,1997.68,51959.99,-827.97,14,10/06/2021,Santa Barry
BMW,X5,2017,39886.08,3024.98,40908.85,-2002.21,76,02/06/2021,Santa Barry
Skoda,Scala,2018,13500.95,1074.64,15817.45,1241.86,59,09/06/2021,Tony Long
Honda,Civic,2021,22816.26,2199.52,26177.04,1161.26,10,09/06/2021,Jimmy The Fly
Kia,Spotage,2017,25966.02,360.24,26294.5,-31.76,72,27/06/2021,Joe Fats
Skoda,Scala,2017,12925.82,175.46,14157.58,1056.3,71,11/06/2021,Mary Black
Skoda,Octavia,2020,30310.4,2349.68,32482.04,-178.04,54,30/06/2021,Pat Byrne
Honda,Fit,2019,10532.01,278.77,11492.48,681.7,4,13/06/2021,Pat Byrne
BMW,3 Series,2019,37140.07,3358.56,40848.61,349.98,32,06/06/2021,Mary Black
Honda,Jazz,2020,24509.97,1232.7,26220.15,477.48,85,29/06/2021,Santa Barry
Audi,A1,2017,18476.77,250.01,19092.54,365.76,72,16/06/2021,Jimmy The Fly
Skoda,Citigo,2021,15547.14,328.72,16486.82,610.96,18,11/06/2021,Santa Barry
BMW,X5,2018,41766.73,4017.74,48293.29,2508.82,9,29/06/2021,Tony Long
Honda,Accord,2020,27117.97,1180.74,27446.54,-852.17,75,30/06/2021,Santa Barry
Audi,A1,2018,18408.47,1193.9,20575.11,972.74,67,21/06/2021,Joe Fats
Skoda,Scala,2017,11238.69,947.94,13365.14,1178.51,70,20/06/2021,Joe Fats
Skoda,Citigo,2020,12610.39,1061.4,14033.89,362.1,65,22/06/2021,Joe Fats
Kia,Ceed,2021,23662.71,1417.58,25717.55,637.26,21,06/06/2021,Joe Fats
Audi,A3,2021,32813.98,2313.97,35462.23,334.28,42,22/06/2021,Jimmy The Fly
Audi,A5,2018,40606.59,1452.91,40607,-1452.5,75,10/06/2021,Santa Barry
Audi,A5,2018,42924.42,2029.83,42756.29,-2197.96,72,04/06/2021,Mary Black
Skoda,Octavia,2019,28474.36,821.36,30451.08,1155.36,66,03/06/2021,Pat Byrne
Skoda,Octavia,2020,29013.19,2520.43,33964.83,2431.21,56,07/06/2021,Joe Fats
BMW,7 Series,2020,60689.55,938.73,64923.72,3295.44,35,28/06/2021,Santa Barry
Kia,Sorento,2018,36845.87,1055.1,37917.1,16.13,32,06/06/2021,Joe Fats
Audi,A3,2020,28970.79,2433.2,33899.8,2495.81,27,29/06/2021,Jimmy The Fly
BMW,5 Series,2019,48195.15,986.26,53674.75,4493.34,32,28/06/2021,Mary Black
BMW,5 Series,2021,56499.65,3360.22,57729.08,-2130.79,77,02/06/2021,Tony Long
Kia,Ceed,2018,15342.24,1137.67,16144.82,-335.09,7,18/06/2021,Joe Fats
Skoda,Citigo,2019,12532.51,329.75,14132.3,1270.04,23,18/06/2021,Mary Black
Kia,Spotage,2020,32667.08,2434.32,36850.71,1749.31,26,13/06/2021,Mary Black
Audi,A6,2020,58864.39,4097.78,68038.67,5076.5,21,03/06/2021,Jimmy The Fly
Audi,A4,2021,54579.1,1529.65,57843.37,1734.62,6,09/06/2021,Jimmy The Fly
Audi,A4,2021,51234.66,2549.42,59146.07,5361.99,45,11/06/2021,Jimmy The Fly
Honda,Jazz,2020,26029.07,1721.67,30028.9,2278.16,59,19/06/2021,Tony Long
BMW,X5,2019,46822.37,1487.26,51936.08,3626.45,20,25/06/2021,Santa Barry
Kia,Spotage,2017,21328.7,560.49,21953.88,64.69,77,17/06/2021,Santa Barry
Honda,Fit,2021,15079.94,298.22,16049.7,671.54,40,01/06/2021,Jimmy The Fly
Honda,Jazz,2021,28323.88,463.41,31004.83,2217.54,69,16/06/2021,Jimmy The Fly
Kia,Soul,2021,36544.21,1349.53,39309.74,1416,31,29/06/2021,Jimmy The Fly
Honda,Civic,2021,23595.67,430.73,22856.93,-1169.47,5,16/06/2021,Tony Long
Kia,Soul,2018,22500.22,377.07,23520.74,643.45,90,06/06/2021,Pat Byrne
Skoda,Scala,2020,17154.71,244.38,18703.03,1303.94,18,09/06/2021,Santa Barry
Audi,A5,2017,34417.5,697.73,34722.12,-393.11,60,26/06/2021,Santa Barry
Kia,Rio,2018,12000.38,444.88,12773.3,328.04,11,08/06/2021,Joe Fats
BMW,3 Series,2021,45625.87,2632.81,47026.04,-1232.64,31,20/06/2021,Mary Black
Audi,A3,2017,20443.61,1833.62,21812.37,-464.86,53,15/06/2021,Mary Black
Kia,Spotage,2021,41095.64,1469.15,42916.42,351.63,80,06/06/2021,Mary Black
Kia,Spotage,2017,24631,1564.78,25242.64,-953.14,66,20/06/2021,Joe Fats
Kia,Soul,2020,32391.89,2220.4,35908.62,1296.33,87,29/06/2021,Joe Fats
Skoda,Scala,2020,16506.21,820.66,18673.24,1346.37,56,14/06/2021,Joe Fats
Honda,Fit,2019,10926.3,1059.27,12209.51,223.94,61,26/06/2021,Santa Barry
Honda,Jazz,2018,22463.48,729.01,22412.95,-779.54,26,26/06/2021,Tony Long
Kia,Rio,2017,10412.36,1025.13,12515.81,1078.32,74,08/06/2021,Mary Black
BMW,7 Series,2018,50392.67,640.21,54286.35,3253.47,74,23/06/2021,Pat Byrne
Skoda,Citigo,2017,9134.32,497.72,9352.4,-279.64,58,28/06/2021,Jimmy The Fly
Skoda,Octavia,2017,19084.35,1853.69,22390.06,1452.02,53,22/06/2021,Santa Barry
Skoda,Citigo,2017,9606.28,687.9,11278.18,984,51,03/06/2021,Pat Byrne
Audi,A1,2019,21729.46,960.17,22062.89,-626.74,16,25/06/2021,Santa Barry
BMW,3 Series,2019,41410.13,726.75,45815.07,3678.19,6,06/06/2021,Santa Barry
BMW,3 Series,2020,45802.15,543.61,47178.6,832.84,1,29/06/2021,Jimmy The Fly
Skoda,Scala,2020,16904.84,1137.28,19542.27,1500.15,38,09/06/2021,Pat Byrne
Skoda,Scala,2019,16709.33,1621.47,19202.68,871.88,55,20/06/2021,Jimmy The Fly
Kia,Soul,2017,22805.71,1445.25,23333.24,-917.72,17,16/06/2021,Santa Barry
Kia,Ceed,2021,25990.03,1907.97,27936.75,38.75,52,07/06/2021,Santa Barry
Skoda,Citigo,2020,13359.89,859.36,14397.87,178.62,78,01/06/2021,Santa Barry
BMW,5 Series,2018,40560.95,1218.95,45248.84,3468.94,27,10/06/2021,Santa Barry
Audi,A5,2018,41292.81,2147.88,45923.87,2483.18,25,08/06/2021,Pat Byrne
Audi,A1,2020,27743.34,357.52,29019.96,919.1,64,25/06/2021,Santa Barry
Skoda,Scala,2019,14654.14,889.54,15695.25,151.57,81,15/06/2021,Joe Fats
BMW,X5,2018,39686.83,3574.28,43472.31,211.2,18,18/06/2021,Joe Fats
Honda,Accord,2019,26004.15,1027.61,26806.72,-225.04,47,06/06/2021,Jimmy The Fly
Skoda,Scala,2019,16281.92,870.82,18387.69,1234.95,67,18/06/2021,Joe Fats
Honda,Civic,2021,26018.08,1165.87,28946.2,1762.25,7,01/06/2021,Joe Fats
Audi,A5,2019,44799.15,4034.79,47054.14,-1779.8,81,12/06/2021,Pat Byrne
Skoda,Octavia,2020,31042.89,2235.34,35711.53,2433.3,76,24/06/2021,Mary Black
Audi,A1,2017,15721.8,268.39,15921.24,-68.95,4,13/06/2021,Mary Black
Audi,A3,2020,27170.36,2369.68,31004.52,1464.48,55,25/06/2021,Jimmy The Fly
Skoda,Citigo,2019,11714.41,1046.52,12278.02,-482.91,70,02/06/2021,Jimmy The Fly
Kia,Ceed,2020,20105.13,400.37,22438.13,1932.63,42,20/06/2021,Santa Barry
Skoda,Octavia,2018,24801.33,983.92,27690.13,1904.88,46,10/06/2021,Santa Barry
Honda,Jazz,2020,28263.76,964.32,31827.41,2599.33,89,12/06/2021,Santa Barry
Skoda,Scala,2019,14759.8,1395.2,16392.35,237.35,64,19/06/2021,Pat Byrne
Kia,Soul,2019,25999.24,1655.45,28104.66,449.97,8,15/06/2021,Joe Fats
Audi,A3,2020,28811.07,2006.24,29945.84,-871.47,22,06/06/2021,Jimmy The Fly
Skoda,Scala,2017,12201.07,471.11,13082.98,410.8,65,19/06/2021,Jimmy The Fly
Skoda,Scala,2018,13382.04,551.79,13832.95,-100.88,77,03/06/2021,Joe Fats
Kia,Sorento,2019,41222.67,519.17,39913.54,-1828.3,66,26/06/2021,Pat Byrne
Kia,Spotage,2018,28051.62,1068.94,29967.74,847.18,61,08/06/2021,Tony Long
Kia,Spotage,2018,24175.84,927.09,24481.65,-621.28,80,20/06/2021,Jimmy The Fly
Skoda,Scala,2018,14195.03,1370.35,14886.62,-678.76,22,28/06/2021,Santa Barry
Audi,A3,2019,26450.41,506.7,28061.17,1104.06,20,06/06/2021,Santa Barry
Kia,Ceed,2018,15958.06,1584.2,18265.28,723.02,80,20/06/2021,Pat Byrne
BMW,7 Series,2020,64727.1,4692.25,76293.6,6874.25,65,22/06/2021,Joe Fats
Skoda,Citigo,2021,13978.14,882.31,15072.67,212.22,8,13/06/2021,Tony Long
Audi,A4,2020,51411.78,5023.9,61044.82,4609.14,69,09/06/2021,Mary Black
Skoda,Octavia,2020,29043.08,1026.84,32179.16,2109.24,26,30/06/2021,Santa Barry
BMW,7 Series,2021,68433.83,4942.56,75056.93,1680.54,24,15/06/2021,Tony Long
Honda,Civic,2020,21356.43,523.67,21468.15,-411.95,45,13/06/2021,Santa Barry
Audi,A3,2020,28383.62,382.37,31610.54,2844.55,76,27/06/2021,Tony Long
Honda,Jazz,2021,30226,1665.05,32758.15,867.1,88,20/06/2021,Tony Long
Audi,A6,2019,54403.67,3155.27,61129.18,3570.24,34,02/06/2021,Joe Fats
Kia,Rio,2018,11731.27,1017.85,13757.8,1008.68,86,06/06/2021,Tony Long
Kia,Soul,2019,28511.03,2153.4,33648,2983.57,31,17/06/2021,Santa Barry
Kia,Ceed,2017,13476.72,1109.41,16030.35,1444.22,40,03/06/2021,Joe Fats
Skoda,Octavia,2018,21589.92,1230.39,24170.62,1350.31,8,30/06/2021,Mary Black
Honda,Civic,2018,17195.29,895.33,17580.88,-509.74,22,25/06/2021,Tony Long
Honda,Civic,2019,19143.4,679.06,20807.1,984.64,17,02/06/2021,Pat Byrne
Honda,Accord,2020,29141.91,2186.11,30863.48,-464.54,86,18/06/2021,Tony Long
Skoda,Citigo,2017,8338.89,219.43,8652.07,93.75,54,25/06/2021,Jimmy The Fly
BMW,1 Series,2017,21165.56,1755.14,22414.82,-505.88,72,16/06/2021,Joe Fats
Kia,Soul,2018,24549.74,1674.77,27832.84,1608.33,29,02/06/2021,Pat Byrne
Skoda,Scala,2020,16216.69,1320.32,18998.27,1461.26,16,16/06/2021,Santa Barry
Audi,A4,2017,35299.13,2124.14,39025.74,1602.47,86,06/06/2021,Joe Fats
BMW,5 Series,2020,48975.12,4378.79,54399.79,1045.88,33,11/06/2021,Joe Fats
Audi,A3,2021,31562.27,1218.78,32517.09,-263.96,65,29/06/2021,Tony Long
Skoda,Scala,2017,10862.99,145.85,11758.64,749.8,50,29/06/2021,Jimmy The Fly
Honda,Fit,2017,7687.61,426.71,8239.75,125.43,29,10/06/2021,Pat Byrne
Skoda,Scala,2017,12654.4,236.96,13078.37,187.01,86,14/06/2021,Tony Long
Honda,Accord,2020,29817.39,2470.81,33910.41,1622.21,53,15/06/2021,Joe Fats
Audi,A4,2020,51214.91,2111.64,52524.22,-802.33,14,03/06/2021,Jimmy The Fly
Honda,Accord,2020,26069.84,794.63,27776.85,912.38,49,15/06/2021,Tony Long
BMW,1 Series,2020,30220.58,2027.19,32704.35,456.58,58,09/06/2021,Santa Barry
Honda,Jazz,2018,20619.93,968.87,22983.45,1394.65,12,29/06/2021,Jimmy The Fly
Honda,Fit,2018,10942.18,781.88,11884.11,160.05,70,25/06/2021,Jimmy The Fly
Skoda,Scala,2017,11076.85,1020.36,12592.5,495.29,36,21/06/2021,Pat Byrne
Kia,Soul,2020,32501.1,2344.02,36257.63,1412.51,46,28/06/2021,Santa Barry
Kia,Ceed,2018,18218.39,914.06,18949,-183.45,5,05/06/2021,Pat Byrne
BMW,X5,2020,59721.38,3032.26,66945.3,4191.66,86,11/06/2021,Tony Long
Honda,Civic,2017,15468.52,1469.54,17357.38,419.32,67,27/06/2021,Tony Long
Honda,Jazz,2021,28223.9,486.34,30156.91,1446.67,72,17/06/2021,Santa Barry
Kia,Rio,2021,18673.35,986.98,19211.31,-449.02,36,28/06/2021,Tony Long
Honda,Accord,2017,17074.04,1145.41,18163.41,-56.04,70,12/06/2021,Santa Barry
Kia,Ceed,2019,18399.39,680.68,20613.98,1533.91,81,02/06/2021,Santa Barry
Audi,A5,2018,43897.83,2024.17,47114.54,1192.54,18,14/06/2021,Mary Black
Audi,A4,2021,57590.61,1403.71,59883.54,889.22,80,15/06/2021,Mary Black
BMW,3 Series,2019,40851.56,442.55,39726.41,-1567.7,64,02/06/2021,Mary Black
Audi,A1,2020,27118.46,1859.32,28110.69,-867.09,33,30/06/2021,Pat Byrne
Honda,Civic,2021,23588.09,1280.15,26797.9,1929.66,12,28/06/2021,Mary Black
Audi,A3,2017,18612.43,472.37,19669.19,584.39,37,16/06/2021,Pat Byrne
Kia,Ceed,2021,25987.05,782.8,29028.06,2258.21,57,03/06/2021,Mary Black
Skoda,Scala,2018,12330.36,1018.06,13569.22,220.8,29,11/06/2021,Pat Byrne
BMW,3 Series,2020,45636.49,2973.07,51986.53,3376.97,55,14/06/2021,Santa Barry
Audi,A1,2020,27635.99,1297.36,30432.85,1499.5,44,30/06/2021,Tony Long
Audi,A1,2020,27857.77,834.29,31342.38,2650.32,75,14/06/2021,Tony Long
Audi,A3,2018,19603.5,710.84,19483.57,-830.77,10,09/06/2021,Jimmy The Fly
Honda,Jazz,2019,24562.49,1662.05,26703.73,479.19,21,03/06/2021,Jimmy The Fly
BMW,7 Series,2020,59324.85,718.91,57170.68,-2873.08,40,15/06/2021,Santa Barry
Audi,A3,2017,17746.58,1384.47,19436.18,305.13,37,18/06/2021,Santa Barry
Skoda,Citigo,2017,8999.28,645.32,9958.8,314.2,38,09/06/2021,Joe Fats
Skoda,Citigo,2019,10610.35,150.92,11555,793.73,24,09/06/2021,Joe Fats
Skoda,Citigo,2020,13825.51,546.12,15399.75,1028.12,67,13/06/2021,Pat Byrne
Skoda,Citigo,2020,12340.47,838.03,14491.94,1313.44,10,30/06/2021,Santa Barry
BMW,X5,2017,36345.9,3535.81,40530.14,648.43,89,04/06/2021,Santa Barry
Audi,A1,2020,24796.36,451.96,26635.16,1386.84,67,10/06/2021,Santa Barry
Skoda,Octavia,2020,29193.18,2274.33,31980.77,513.26,38,09/06/2021,Jimmy The Fly
Skoda,Octavia,2020,28353.81,2455.86,31105.71,296.04,9,05/06/2021,Tony Long
BMW,7 Series,2019,51333.1,3155.41,54942.23,453.72,54,20/06/2021,Tony Long
Audi,A3,2018,22076.87,579.95,21671.04,-985.78,78,28/06/2021,Mary Black
Kia,Sorento,2018,36732.13,2728.94,41247.1,1786.03,57,22/06/2021,Santa Barry
Skoda,Octavia,2020,32363.35,1428.35,34623.32,831.62,8,07/06/2021,Pat Byrne
Skoda,Scala,2018,13243.9,964.17,14187.1,-20.97,40,16/06/2021,Pat Byrne
Skoda,Citigo,2021,13623.34,485.84,13543.93,-565.25,81,30/06/2021,Santa Barry
Audi,A5,2020,51044.24,4463.14,55436.58,-70.8,32,10/06/2021,Joe Fats
Audi,A1,2017,17366.29,520.93,17801.56,-85.66,65,04/06/2021,Tony Long
Honda,Accord,2019,26461.82,928.86,28787.06,1396.38,66,02/06/2021,Pat Byrne
BMW,X5,2018,41190.32,1913.83,46598.22,3494.07,72,04/06/2021,Jimmy The Fly
Audi,A3,2018,22566.29,780.74,22476.7,-870.33,19,27/06/2021,Santa Barry
BMW,X5,2021,64786,733.23,65389.65,-129.58,3,15/06/2021,Mary Black
Skoda,Octavia,2018,23566.38,2190.94,24749.41,-1007.91,74,22/06/2021,Santa Barry
BMW,7 Series,2020,56433.6,4530.39,66720.66,5756.67,10,03/06/2021,Tony Long
Honda,Accord,2019,26325.02,1279.28,28008.63,404.33,45,15/06/2021,Joe Fats
BMW,X5,2019,48375.4,3597.65,56173.23,4200.18,73,26/06/2021,Mary Black
Kia,Sorento,2018,39672.66,2843.18,42821.93,306.09,16,08/06/2021,Joe Fats
Honda,Jazz,2020,28347.2,1355.05,28578.06,-1124.19,13,13/06/2021,Jimmy The Fly
Skoda,Citigo,2019,12585.37,643.32,13438.1,209.41,3,20/06/2021,Joe Fats
Audi,A4,2018,34720.5,653.31,35629.2,255.39,53,19/06/2021,Pat Byrne
Kia,Spotage,2020,36567.38,2424.7,41526.49,2534.41,89,02/06/2021,Joe Fats
Audi,A5,2018,44364.67,2470.57,46621.59,-213.65,26,22/06/2021,Pat Byrne
Honda,Civic,2019,18647.73,1841.53,21199.86,710.6,88,17/06/2021,Mary Black
BMW,1 Series,2019,27727.97,375.84,30026.18,1922.37,90,28/06/2021,Joe Fats
BMW,1 Series,2019,27095.77,1817.21,31479.79,2566.81,80,24/06/2021,Pat Byrne
Kia,Rio,2018,14222.69,1110.21,15112.3,-220.6,54,07/06/2021,Joe Fats
Audi,A6,2017,41126.91,729.09,45027,3171,13,29/06/2021,Joe Fats
BMW,1 Series,2021,33922.23,1146.88,37639.86,2570.75,10,24/06/2021,Joe Fats
Kia,Soul,2017,19149.64,675.41,19757.5,-67.55,63,10/06/2021,Joe Fats
Honda,Civic,2019,19111.16,610.03,21141.12,1419.93,33,23/06/2021,Tony Long
Audi,A4,2020,52134.19,3464.17,57638.18,2039.82,67,13/06/2021,Tony Long
Skoda,Citigo,2018,10836.09,112.32,11588.65,640.24,23,27/06/2021,Mary Black
Honda,Accord,2020,26615.13,2375.88,31498.98,2507.97,53,09/06/2021,Mary Black
BMW,7 Series,2020,60364.24,730.12,63238.08,2143.72,72,03/06/2021,Joe Fats
Kia,Soul,2018,24302.17,1015.53,27133.99,1816.29,59,03/06/2021,Santa Barry
Audi,A3,2018,20974.58,938.12,22844.94,932.24,49,20/06/2021,Mary Black
BMW,7 Series,2017,45441.22,750.77,49423,3231.01,10,14/06/2021,Santa Barry
Kia,Rio,2017,10486.52,744.83,11105.8,-125.55,69,30/06/2021,Pat Byrne
Skoda,Citigo,2017,8491.14,264.76,9318.98,563.08,70,12/06/2021,Mary Black
Kia,Soul,2019,26928.5,2324.67,29098.37,-154.8,21,09/06/2021,Mary Black
Skoda,Octavia,2021,36618.02,3304.67,40999.98,1077.29,45,25/06/2021,Mary Black
Kia,Rio,2021,18463.8,1043.74,19865.91,358.37,44,17/06/2021,Pat Byrne
Audi,A6,2019,56852.22,903.94,63095.94,5339.78,78,11/06/2021,Tony Long
Kia,Ceed,2017,12692.4,551.67,14524.54,1280.47,60,30/06/2021,Tony Long
Skoda,Citigo,2018,10391.46,140.63,10068.1,-463.99,41,07/06/2021,Mary Black
Honda,Civic,2017,15081.42,1051.95,16176.9,43.53,37,03/06/2021,Pat Byrne
Honda,Jazz,2020,26073.6,788.19,25605.43,-1256.36,83,30/06/2021,Jimmy The Fly
Skoda,Octavia,2017,19774.6,1214.86,22789.52,1800.06,79,08/06/2021,Tony Long
Skoda,Scala,2020,17899.45,661.14,17963.52,-597.07,35,07/06/2021,Santa Barry
Skoda,Scala,2020,17361.17,1458.43,18224.35,-595.25,60,25/06/2021,Joe Fats
Kia,Rio,2019,15532.11,458.97,15485.9,-505.18,33,11/06/2021,Pat Byrne
BMW,3 Series,2020,41686.42,1907.71,45198.5,1604.37,90,21/06/2021,Mary Black
BMW,1 Series,2020,29532.3,2205.87,34704.65,2966.48,50,18/06/2021,Jimmy The Fly
Kia,Ceed,2018,18660.19,359.08,20016.44,997.17,17,22/06/2021,Jimmy The Fly
Audi,A6,2017,43609.36,3450.07,49337.72,2278.29,25,15/06/2021,Joe Fats
Audi,A4,2017,33812.79,910.78,35160.89,437.32,59,18/06/2021,Tony Long
BMW,X5,2021,58870.95,4820.21,61231.67,-2459.49,17,23/06/2021,Joe Fats
BMW,7 Series,2018,45721.3,4209.61,52896.15,2965.24,47,27/06/2021,Mary Black
Audi,A1,2019,24695.03,2105.64,28088.58,1287.91,71,18/06/2021,Jimmy The Fly
Kia,Sorento,2017,30869.15,746.15,34612.65,2997.35,66,17/06/2021,Jimmy The Fly
Skoda,Citigo,2019,11181.17,700.76,11501.16,-380.77,82,21/06/2021,Pat Byrne
BMW,1 Series,2020,30897.43,2467.56,32417.15,-947.84,88,13/06/2021,Jimmy The Fly
Skoda,Octavia,2018,23020.78,1447.18,24276.97,-190.99,15,23/06/2021,Joe Fats
Audi,A6,2018,48838.83,1886.79,48382.61,-2343.01,53,24/06/2021,Jimmy The Fly
Kia,Sorento,2018,41139.31,748.74,40548.7,-1339.35,16,04/06/2021,Mary Black
Audi,A6,2019,49255.04,1859.67,54841.73,3727.02,72,14/06/2021,Santa Barry
Skoda,Octavia,2020,32567.94,1055.04,34984.63,1361.65,62,19/06/2021,Tony Long
Audi,A3,2017,17980.17,654.03,18595.64,-38.56,43,17/06/2021,Mary Black
Audi,A3,2021,31013.37,2840.17,34829.95,976.41,44,22/06/2021,Pat Byrne
Honda,Jazz,2017,15476.81,845.6,17114.08,791.67,50,01/06/2021,Joe Fats
Honda,Accord,2021,31171.41,1170.71,34127.62,1785.5,8,30/06/2021,Mary Black
Audi,A5,2020,50000.07,1820.13,56472.23,4652.03,39,13/06/2021,Pat Byrne
Skoda,Octavia,2021,32116.57,965.42,32548.69,-533.3,14,20/06/2021,Pat Byrne
Audi,A1,2020,25756.44,673.72,28960.87,2530.71,28,22/06/2021,Mary Black
Skoda,Citigo,2018,9625.34,330.94,9950.12,-6.16,62,04/06/2021,Mary Black
BMW,7 Series,2019,55945.42,4943.23,66592.39,5703.74,47,11/06/2021,Tony Long
Audi,A1,2021,31319.9,2887.12,34590.89,383.87,23,25/06/2021,Pat Byrne
Honda,Accord,2021,29276.18,1493.29,32657.87,1888.4,84,30/06/2021,Joe Fats
Skoda,Octavia,2019,29149.06,1240.4,29818.8,-570.66,76,18/06/2021,Jimmy The Fly
Kia,Rio,2018,11856.85,471.01,12319.17,-8.69,80,30/06/2021,Tony Long
Honda,Accord,2019,22658.42,1061.24,24702.03,982.37,55,03/06/2021,Santa Barry
Kia,Spotage,2020,33309.81,704.86,33773.3,-241.37,81,09/06/2021,Tony Long
